Place Of Service,Service Type,Plan,Group Size,In Network,Is Covered,Date Of Service Min,Date Of Service Max,Covered in Full,Copay,Coinsurance
Inpatient,routineGynExam,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routineGynExam,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,routineGynExam,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,routineMammogram,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routineMammogram,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,routineMammogram,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routineMammogram,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,routineMammogram,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,routineMammogram,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routineMammogram,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,routineMammogram,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,routinePapSmear,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routinePapSmear,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,routinePapSmear,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routinePapSmear,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,routinePapSmear,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,routinePapSmear,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,routinePapSmear,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,routinePapSmear,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,secondOpinions,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,secondOpinions,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,secondOpinions,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,secondOpinions,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,secondOpinions,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,secondOpinions,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,secondOpinions,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,secondOpinions,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,selfInjectibles,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,selfInjectibles,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,selfInjectibles,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,selfInjectibles,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,selfInjectibles,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,selfInjectibles,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,selfInjectibles,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,selfInjectibles,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,sickEyeExams,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,sickEyeExams,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,sickEyeExams,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,sickEyeExams,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,sickEyeExams,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,sickEyeExams,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,sickEyeExams,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,sickEyeExams,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,sleepStudies,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,sleepStudies,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,sleepStudies,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,sleepStudies,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,sleepStudies,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,sleepStudies,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,sleepStudies,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,sleepStudies,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,smokingCessation,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,smokingCessation,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,smokingCessation,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,smokingCessation,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,smokingCessation,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,smokingCessation,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,smokingCessation,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,smokingCessation,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,specialistVisit,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,specialistVisit,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,specialistVisit,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,specialistVisit,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,specialistVisit,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,specialistVisit,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,specialistVisit,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,specialistVisit,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,speechTherapy,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,speechTherapy,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,speechTherapy,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Outpatient,speechTherapy,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,speechTherapy,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,speechTherapy,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,speechTherapy,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,speechTherapy,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,surgery,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,surgery,PL100,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,surgery,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,surgery,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Office,surgery,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""20%""",N
Inpatient,surgery,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,surgery,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,surgery,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,tmjDental,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,tmjDental,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,tmjDental,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,tmjDental,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,tmjDental,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,tmjDental,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,tmjDental,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,tmjDental,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,travelImmunizations,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,travelImmunizations,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,travelImmunizations,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,travelImmunizations,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,travelImmunizations,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,travelImmunizations,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,travelImmunizations,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,travelImmunizations,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,urgentCare,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,urgentCare,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,urgentCare,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,urgentCare,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""$35""",N
Office,urgentCare,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""$35""",N
Inpatient,urgentCare,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,urgentCare,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,urgentCare,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,visionContactLens,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,visionContactLens,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""$35""",N
Inpatient,visionContactLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionContactLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,visionContactLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionContactLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionContactLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,visionContactLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionExam,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionExam,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionExam,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,visionExam,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,visionExam,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,visionExam,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,visionExam,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,visionExam,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,visionFrame,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,visionFrame,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,visionFrame,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionFrame,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,visionFrame,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionFrame,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionFrame,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,visionFrame,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,visionLens,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,visionLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,visionLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,visionLens,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,weightManagementProgram,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,weightManagementProgram,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,weightManagementProgram,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,weightManagementProgram,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,weightManagementProgram,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,weightManagementProgram,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,weightManagementProgram,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,weightManagementProgram,PL100,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,wellChildVisits,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,wellChildVisits,PL100,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,wellChildVisits,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,wellChildVisits,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,wellChildVisits,PL100,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,wellChildVisits,PL100,L,N, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,wellChildVisits,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,wellChildVisits,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,wigs,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,wigs,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,wigs,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""30%""",N
Outpatient,wigs,PL100,L,Y,Y,1/1/2015,12/31/2023,N,"""20%""",N
Office,wigs,PL100,L,Y,Y,1/1/2015,12/31/2023,N,dmeCoinsurance,N
Inpatient,wigs,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,wigs,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,wigs,PL100,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,artificialInsemination,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,artificialInsemination,PL100,L,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,artificialInsemination,PL511,,Y,Y,1/1/2016,12/31/2023,N,Copay Minimal,N
Outpatient,brapostmastectomy,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,brapostmastectomy,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,brapostmastectomy,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Office,catScans,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Outpatient,catScans,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Inpatient,catScans,PL511,,Y,Y,1/1/2016,12/31/2023,N,Copay Minimal,N
Outpatient,colonoscopyRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,colonoscopyRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,colonoscopyRoutine,PL511,,Y,,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,colonoscopyNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,colonoscopyNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,colonoscopyNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,Copay Minimal,N
Outpatient,colorectalScreeningRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,colorectalScreeningRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,colorectalScreeningRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,colorectalScreeningNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,colorectalScreeningNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,colorectalScreeningNonRoutine,PL511,,Y,Y,1/1/2016,12/31/2023,N,Copay Minimal,N
Outpatient,fluShots,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,fluShots,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,fluShots,PL511,,Y,,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,invitro,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,invitro,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,invitro,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Office,methadoneMaintenance,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,methadoneMaintenance,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,methadoneMaintenance,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Office,medicalSupplies,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,medicalSupplies,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,medicalSupplies,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Office,medicationmanagement,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Outpatient,medicationmanagement,PL511,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Inpatient,medicationmanagement,PL511,,Y,,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,ostomySupplies,PL511,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,ostomySupplies,PL511,,Y,Y,1/1/2016,12/31/2023,Y,pcpCopay,N
Inpatient,ostomySupplies,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,organDonation,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,organDonation,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,organDonation,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,transgenderSurgery,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,transgenderSurgery,PL511,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,transgenderSurgery,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,dentalPreventive,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Office,dentalPreventive,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,dentalPreventive,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,impactedTeethRemoval,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Office,impactedTeethRemoval,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,impactedTeethRemoval,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Office,artificialInsemination,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Outpatient,artificialInsemination,PL511,,Y,N,1/1/2016,12/31/2023,N,N,N
Inpatient,artificialInsemination,PL666,,Y,Y,1/1/2015,12/31/2023,     N,"""50%""",     N
Outpatient,brapostmastectomy,PL666,,Y,Y,1/1/2015,12/31/2023,     N,"""50%""",     N
Office,brapostmastectomy,PL666,,Y,Y,1/1/2015,12/31/2023,     N,"""50%""",     N
Inpatient,brapostmastectomy,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Office,catScans,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Outpatient,catScans,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Inpatient,catScans,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,colonoscopyRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,specialistCopay,     N
Office,colonoscopyRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,pcpAndSpec,     N
Inpatient,colonoscopyRoutine,PL666,,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,colonoscopyNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,opSurgeryCopay,     N
Office,colonoscopyNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Inpatient,colonoscopyNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,colorectalScreeningRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,opSurgeryCopay,     N
Office,colorectalScreeningRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,pcpAndSpec,     N
Inpatient,colorectalScreeningRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,colorectalScreeningNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,specialistCopay,     N
Office,colorectalScreeningNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,Y,N,     N
Inpatient,colorectalScreeningNonRoutine,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,fluShots,PL666,,Y,Y,1/1/2015,12/31/2023,     N,specialistCopay,     N
Office,fluShots,PL666,,Y,Y,1/1/2015,12/31/2023,     N,pcpAndSpec,     N
Inpatient,fluShots,PL666,,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,invitro,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Office,invitro,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Inpatient,invitro,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Office,methadoneMaintenance,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Outpatient,methadoneMaintenance,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Inpatient,methadoneMaintenance,PL666,,Y,Y,1/1/2015,12/31/2023,     N,N,     N
Office,medicalSupplies,PL666,,Y,Y,1/1/2015,12/31/2023,     N,N,     N
Outpatient,medicalSupplies,PL666,,Y,Y,1/1/2015,12/31/2023,     N,N,     N
Inpatient,medicalSupplies,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Office,medicationmanagement,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Outpatient,medicationmanagement,PL666,,Y,Y,1/1/2015,12/31/2023,     N,dmeCoinsurance,     N
Inpatient,medicationmanagement,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,ostomySupplies,PL666,,Y,Y,1/1/2015,12/31/2023,     N,pcpAndSpec,     N
Office,ostomySupplies,PL666,,Y,Y,1/1/2015,12/31/2023,     N,pcpAndSpec,     N
Inpatient,ostomySupplies,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Office,organDonation,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Outpatient,organDonation,PL666,,Y,Y,1/1/2015,12/31/2023,Y,     N,     N
Inpatient,organDonation,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Office,transgenderSurgery,PL666,,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,transgenderSurgery,PL666,,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,transgenderSurgery,PL666,,Y,Y,1/1/2015,12/31/2023,     N,Copay Minimal,     N
Outpatient,dentalPreventive,PL666,,Y,Y,1/1/2015,12/31/2023,     N,opSurgeryCopay,     N
Office,dentalPreventive,PL666,,Y, ,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,dentalPreventive,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Outpatient,impactedTeethRemoval,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Office,impactedTeethRemoval,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Inpatient,impactedTeethRemoval,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Office,artificialInsemination,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Outpatient,artificialInsemination,PL666,,Y,     N,1/1/2015,12/31/2023,     N,     N,     N
Inpatient,artificialInsemination,PL911,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,artificialInsemination,PL911,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,artificialInsemination,PL911,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,artificialInsemination,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,brapostmastectomy,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,brapostmastectomy,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,brapostmastectomy,PL911,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Office,brapostmastectomy,PL911,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Outpatient,brapostmastectomy,PL911,,Y,Y,1/1/2016,12/31/2023,N,dmeCoinsurance,N
Inpatient,brapostmastectomy,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,catScans,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,catScans,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,catScans,PL911,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Outpatient,catScans,PL911,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Office,catScans,PL911,,Y,Y,1/1/2016,12/31/2023,N,pcpCopay,N
Inpatient,catScans,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Outpatient,colonoscopyRoutine,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Office,colonoscopyRoutine,PL911,,N,Y,1/1/2016,12/31/2023,N,N,Y
Inpatient,colonoscopyRoutine,PL911,,Y,,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,colonoscopyRoutine,PL911,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Office,colonoscopyRoutine,PL911,,Y,Y,1/1/2016,12/31/2023,Y,N,N
Inpatient,colonoscopyRoutine,PL911,,N,,1/1/2016,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
